San Diego 1
PUC TRIUMPH CHARTER ACADEMY HS|Los Angeles|Sylmar||PUC TRIUMPH CHARTER ACADEMY AND PUC TRIUMPH CHARTE|Los Angeles|PUC Triumph Charter Academy and PUC Triu|91342
RAMON C CORTINES SCH OF VISUAL|Los Angeles|Los Angeles||RAMON C. CORTINES SCHOOL OF VISUAL AND PERFORMING|Los Angeles|Los Angeles Unified|90012
RANCHO DOMINGUEZ PREP SCHOOL|Los Angeles|Long Beach||RANCHO DOMINGUEZ PREPARATORY|Los Angeles|Los Angeles Unified|90810
RENAISSANCE HIGH SCHOOL ARTS|Los Angeles|Long Beach||RENAISSANCE HIGH SCHOOL FOR THE ARTS|Los Angeles|Long Beach Unified|90813
RESEDA HIGH SCHOOL|Los Angeles|Reseda||RESEDA CHARTER HIGH|Los Angeles|Los Angeles Unified|91335
RICHARD D BROWNING HIGH SCHOOL|Los Angeles|Long Beach||RICHARD D. BROWNING HIGH|Los Angeles|Long Beach Unified|90804
ROBERT A MILLIKAN HIGH SCHOOL|Los Angeles|Long Beach||MILLIKAN HIGH|Los Angeles|Long Beach Unified|90815
ROBERT FULTON COLLEGE PREP SCH|Los Angeles|Van Nuys||ROBERT FULTON COLLEGE PREPARATORY|Los Angeles|Los Angeles Unified|91405
SAN FERNANDO HIGH SCHOOL|Los Angeles|San Fernando||SAN FERNANDO SENIOR HIGH|Los Angeles|Los Angeles Unified|91340
SAN PEDRO HIGH SCHOOL|Los Angeles|San Pedro||SAN PEDRO SENIOR HIGH|Los Angeles|Los Angeles Unified|90731
SANTA CLARITA VALLEY INTERNATI|Los Angeles|Castaic||SANTA CLARITA VALLEY INTERNATIONAL|Los Angeles|Santa Clarita Valley International|91384
SATO ACADEMY OF MATH & SCIENCE|Los Angeles|Long Beach||EUNICE SATO ACADEMY OF MATH & SCIENCE|Los Angeles|Long Beach Unified|90815
SCH SOCIAL JUSTICE-CONT LEARN CTR|Los Angeles|Los Angeles||SOCIAL JUSTICE LEADERSHIP ACADEMY MAGNET AT ESTEBA|Los Angeles|Los Angeles Unified|90063
SCHOOL OF EXTENDED EDU OPTIONS|Los Angeles|Pomona||SCHOOL OF EXTENDED EDUCATIONAL OPTIONS|Los Angeles|Pomona Unified|91767
SCHOOL VISUAL ARTS HUMANITIES|Los Angeles|Los Angeles||SCHOOL FOR THE VISUAL ARTS AND HUMANITIES|Los Angeles|Los Angeles Unified|90005
SHERMAN OAKS CTR ENRCHED STDS|Los Angeles|Tarzana||SHERMAN OAKS CENTER FOR ENRICHED STUDIES|Los Angeles|Los Angeles Unified|91335
SOAR HIGH SCHOOL|Los Angeles|Lancaster||SOAR HIGH (STUDENTS ON ACADEMIC RISE)|Los Angeles|Antelope Valley Union High|93536
SOCIAL JUSTICE HUMANITAS ACAD|Los Angeles|San Fernando||HUMANITAS ACADEMY OF ART AND TECHNOLOGY AT ESTEBAN|Los Angeles|Los Angeles Unified|90063
SOCIAL JUSTICE LDRSHP @ TORRES|Los Angeles|Los Angeles||SOCIAL JUSTICE LEADERSHIP ACADEMY MAGNET AT ESTEBA|Los Angeles|Los Angeles Unified|90063
SONIA SOTOMAYOR ARTS SCI ACAD|Los Angeles|Los Angeles||SOTOMAYOR ARTS AND SCIENCES MAGNET|Los Angeles|Los Angeles Unified|90065
SOUTH GATE HIGH SCHOOL|Los Angeles|South Gate||SOUTH GATE SENIOR HIGH|Los Angeles|Los Angeles Unified|90280
SOUTH LA COLLEGE PREP|Los Angeles|Los Angeles||EDNOVATE - SOUTH LA COLLEGE PREP|Los Angeles|Ednovate - South LA College Prep|90017
SOUTH PASADENA HIGH SCHOOL|Los Angeles|South Pasadena||SOUTH PASADENA SENIOR HIGH|Los Angeles|South Pasadena Unified|91030
STEAM LEGACY HIGH SCHOOL CMPLX|Los Angeles|South Gate||SCIENCE, TECHNOLOGY, ENGINEERING, ARTS AND MATHEMA|Los Angeles|Los Angeles Unified|90280
STEAM VIRTUAL ACADEMY|Los Angeles|Los Angeles||VIRTUAL ACADEMY STEAM|Los Angeles|Los Angeles Unified|90063
STEM ACADEMY OF BOYLE HEIGHTS|Los Angeles|Los Angeles||BOYLE HEIGHTS SCIENCE, TECHNOLOGY, ENGINEERING AND|Los Angeles|Los Angeles Unified|90023
STEM ACADEMY OF HOLLYWOOD|Los Angeles|Hollywood||STEM ACADEMY AT BERNSTEIN HIGH|Los Angeles|Los Angeles Unified|90028
SUSAN MILLER DORSEY HIGH SCHL|Los Angeles|Los Angeles||SUSAN MILLER DORSEY SENIOR HIGH|Los Angeles|Los Angeles Unified|90016
SYLMAR BIOTECH HLTH & ENG MGNT|Los Angeles|Sylmar||SYLMAR BIOTECH HEALTH AND ENGINEERING MAGNET|Los Angeles|Los Angeles Unified|91342
SYLMAR HIGH SCHOOL|Los Angeles|Sylmar||SYLMAR CHARTER HIGH|Los Angeles|Los Angeles Unified|91342
TECHNOLOGY PREPARATORY ACADEMY|Los Angeles|San Fernando||CESAR E. CHAVEZ LEARNING ACADEMIES-TECHNOLOGY PREP|Los Angeles|Los Angeles Unified|91340
THOMAS JEFFERSON HIGH SCHOOL|Los Angeles|Los Angeles||THOMAS JEFFERSON SENIOR HIGH|Los Angeles|Los Angeles Unified|90011
TRACY HIGH SCHOOL|Los Angeles|Cerritos||TRACY (WILBUR) HIGH (CONTINUATION)|Los Angeles|ABC Unified|90703
UCLA COMMUNITY SCHOOL|Los Angeles|Los Angeles||UCLA COMMUNITY K-12|Los Angeles|Los Angeles Unified|90005
ULYSSES S GRANT HIGH SCHOOL|Los Angeles|Van Nuys||ULYSSES S. GRANT SENIOR HIGH|Los Angeles|Los Angeles Unified|91401
UNIVERSITY HIGH SCHOOL|Los Angeles|Los Angeles||UNIVERSITY HIGH SCHOOL CHARTER|Los Angeles|Los Angeles Unified|90025
UNIVERSITY PATHWAYS PUB SVC AC|Los Angeles|Los Angeles||UNIVERSITY PATHWAYS PUBLIC SERVICE ACADEMY|Los Angeles|Los Angeles Unified|90001
UNIVERSITY PREP VALUE HS|Los Angeles|Los Angeles||UNIVERSITY PREPARATORY VALUE HIGH|Los Angeles|University Preparatory Value High|90006
UP MEDICAL MAGNET ACADEMY|Los Angeles|Los Angeles||UNIVERSITY PATHWAYS MEDICAL MAGNET ACADEMY|Los Angeles|Los Angeles Unified|90061
USC HYBRID HIGH COLLEGE PREP|Los Angeles|Los Angeles||EDNOVATE - USC HYBRID HIGH COLLEGE PREP|Los Angeles|Ednovate - USC Hybrid High College Prep|90071
VALLEY ACADEMY ARTS & SCIENCES|Los Angeles|Granada Hills||VALLEY ACADEMY OF ARTS AND SCIENCES|Los Angeles|Los Angeles Unified|91344
VALLEY INTERNATIONAL PREP HS|Los Angeles|Northridge||VALLEY INTERNATIONAL PREPARATORY HIGH|Los Angeles|Valley International Preparatory High|91324
VALLEY OAKS CTR ENRICHED STDS|Los Angeles|Sun Valley||VALLEY OAKS CENTER FOR ENRICHED STUDIES|Los Angeles|Los Angeles Unified|91352
VAN NUYS HIGH SCHOOL|Los Angeles|Van Nuys||VAN NUYS SENIOR HIGH|Los Angeles|Los Angeles Unified|91411
VAUGHN NEXT CENTURY LEARN CTR|Los Angeles|San Fernando||VAUGHN NEXT CENTURY LEARNING CENTER|Los Angeles|Vaughn Next Century Learning Center|91340
VENICE HIGH SCHOOL|Los Angeles|Los Angeles||VENICE SENIOR HIGH|Los Angeles|Los Angeles Unified|90066
VERDUGO HILLS HIGH SCHOOL|Los Angeles|Tujunga||VERDUGO HILLS SENIOR HIGH|Los Angeles|Los Angeles Unified|91042
VILLAGE ACADEMY HIGH SCHOOL|Los Angeles|Pomona||VILLAGE ACADEMY HIGH SCHOOL AT INDIAN HILL|Los Angeles|Pomona Unified|91767
WARREN HIGH SCHOOL|Los Angeles|Downey||WARREN (EARL) HIGH|Los Angeles|Downey Unified|90241
WESTCHESTER ENRICHED SCIENCE MAGNET|Los Angeles|Los Angeles||WESM HEALTH/SPORTS MEDICINE|Los Angeles|Los Angeles Unified|90045
WILLIAM HOWARD TAFT HS|Los Angeles|Woodland Hills||TAFT CHARTER HIGH|Los Angeles|Los Angeles Unified|91364
WILLIAM J PETE KNIGHT HIGH SCH|Los Angeles|Palmdale||WILLIAM J. (PETE) KNIGHT HIGH|Los Angeles|Antelope Valley Union High|93552
WILLIAM S HART HIGH SCHOOL|Los Angeles|Newhall||WILLIAM S. HART HIGH|Los Angeles|William S. Hart Union High|91321
WOODROW WILSON HIGH SCHOOL|Los Angeles|Long Beach||WILSON HIGH|Los Angeles|Long Beach Unified|90804
WORKMAN HIGH SCHOOL|Los Angeles|City Of Industry||WILLIAM WORKMAN HIGH|Los Angeles|Hacienda la Puente Unified|91744

COLLEGE BRIDGE ACADEMY|Los Angeles|Los Angeles||No exact match found in reference file.
CRITICAL DESIGN AND GAMING SCH|Los Angeles|Los Angeles||No exact match found in reference file.
DOWNTOWN MAGNETS HIGH SCHOOL|Los Angeles|Los Angeles||No exact match found in reference file.
ILEAD EXPLORATION HYBRID|Los Angeles|Acton||No exact match found in reference file.
LOS ANGELES COLG PREP ACADEMY|Los Angeles|Los Angeles||No exact match found in reference file.
LOS ANGELES SCH GLOBAL STUDIES|Los Angeles|Los Angeles||No exact match found in reference file.
USC MEDIA & ENGINEERING MAGNET SCH|Los Angeles|Los Angeles||No exact match found in reference file.
VIEW PARK PREP ACCEL CHARTER HS|Los Angeles|Los Angeles||No exact match found in reference file.
WESTBROOK ACADEMY|Los Angeles|South Gate||No exact match found in reference file.

Alameda
ASPIRE GOLDEN STATE PREP ACADEMY|OAKLAND || Aspire Golden State College Preparatory Academy|GRAND LAKE/WEST GRAND/OAKLAND|Aspire Golden State College Preparatory|94610|0118224
ASPIRE LIONEL WILSON COLG PREP|OAKLAND || Aspire Lionel Wilson College Preparatory Academy|OAKLAND|Aspire Lionel Wilson College Preparatory|94603|0130666
BAY AREA TECHNOLOGY-BAYTECH|OAKLAND || Bay Area Technology|EASTMONT/OAKLAND|Bay Area Technology|94605|0106906
ENVISION ACAD ARTS/TECHNOLOGY|OAKLAND || Envision Academy for Arts & Technology|BYRON RUMFORD/OAKLAND|Envision Academy for Arts & Technology|94612|0112607
IMPACT ACAD ARTS/TECHNOLOGY|HAYWARD || Impact Academy of Arts & Technology|HAYWARD|Impact Academy of Arts & Technology|94545|0137646
LATITUDE 37.8 HS MERRITT COLLEGE|OAKLAND || Latitude 37.8 High|FRUITVALE/OAKLAND|SBE - Latitude 37.8 High|94601|0138289
LEADERSHIP PUBLIC SCH HAYWARD|HAYWARD || Leadership Public Schools - Hayward|HAYWARD|Leadership Public Schools - Hayward|94545|0108670
LODESTAR LIGHTHOUSE COMM CHARTER SC|OAKLAND || Lodestar: A Lighthouse Community Charter Public|OAKLAND|Lodestar: A Lighthouse Community Charter|94603|0134015
# MILLENNIUM HIGH SCHOOL|PIEDMONT || Millennium High Alternative|PIEDMONT/OAKLAND|Piedmont City Unified|94611|0130286 # This record is correct but no longer needed as of 12/26/2025
OAKLAND MILITARY INST COL PREP|OAKLAND || Oakland Military Institute, College Preparatory AC|EMERYVILLE|Oakland Military Institute, College Prep|94608|0130617
SOJOURNER TRUTH ACADEMY|OAKLAND || Independent Study, Sojourner Truth|EASTMONT/OAKLAND|Oakland Unified|94605|6114011

Butte
INSPIRE SCHOOL OF ARTS AND SCI|CHICO || INSPIRE SCHOOL OF ARTS AND SCIENCES|CHICO|Inspire School of Arts and Sciences|95926|0120394

Contra Costa
ASPIRE RICHMOND CA COLG PREP|RICHMOND || ASPIRE RICHMOND CA. COLLEGE PREPARATORY ACADEMY|HILLTOP/SAN PABLO|Aspire Richmond Ca. College Preparatory|94806|0132100
CLAYTON VALLEY HIGH SCHOOL|CONCORD || CLAYTON VALLEY CHARTER HIGH|CASA CORREO/CONCORD|Clayton Valley Charter High|94521|0731380
CONTRA COSTA SCH PRFRMING ARTS|WALNUT CREEK || CONTRA COSTA SCHOOL OF PERFORMING ARTS|YGNACIO VALLEY/WALNUT CREEK|Contra Costa School of Performing Arts|94598|0134114
LEADERSHIP PUBLIC SCH RICHMOND|RICHMOND || LEADERSHIP PUBLIC SCHOOLS: RICHMOND|MC VITTIE/RICHMOND|Leadership Public Schools: Richmond|94801|0101477

Del Norte
DEL NORTE COUNTY HIGH SCHOOL|CRESCENT CITY || DEL NORTE HIGH|CRESCENT CITY|Del Norte County Unified|95531|0833004

El Dorado
CHARTER COMMUNITY SCHOOL|PLACERVILLE || CHARTER COMMUNITY SCHOOL HOME STUDY ACADEMY|PLACERVILLE|El Dorado County Office of Education|95667|0930123
JOHN ADAMS ACADEMY - EL DORADO|EL DORADO HILLS || JOHN ADAMS ACADEMY - EL DORADO HILLS|EL DORADO HILLS|John Adams Academy - El Dorado Hills|95762|0136036
OCEAN GROVE CHARTER SCHOOL|PLACERVILLE || No exact match found in reference file
SKY MOUNTAIN CHARTER SCHOOL|PLACERVILLE || No exact match found in reference file

Fresno
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
CLOVIS ONLINE SCHOOL|CLOVIS
DUNCAN POLYTECHNICAL HS|FRESNO
FARBER SCH OF IND STUDIES & ONLINE|FRESNO
FLOYD B BUCHANAN HIGH SCHOOL|CLOVIS
PHILLIP J PATINO SCH ENTREPREN|FRESNO
THEODORE ROOSEVELT HIGH SCHOOL|FRESNO
CLOVIS ONLINE SCHOOL|CLOVIS || CLOVIS ONLINE CHARTER|CLOVIS|Clovis Unified|93611|0118018
DUNCAN POLYTECHNICAL HS|FRESNO || ERMA DUNCAN POLYTECHNICAL HIGH|CLINTER/FRESNO|Fresno Unified|93726|1030295
FARBER SCH OF IND STUDIES & ONLINE|FRESNO || SCHOOL OF UNLIMITED LEARNING|CEDAR/FRESNO|School of Unlimited Learning|93721|1030642
FLOYD B BUCHANAN HIGH SCHOOL|CLOVIS || BUCHANAN HIGH|CLOVIS|Clovis Unified|93611|1030501
PHILLIP J PATINO SCH ENTREPREN|FRESNO || PHILLIP J PATINO SCHOOL OF ENTREPRENEURSHIP|CLINTER/FRESNO|Fresno Unified|93703|0132134
THEODORE ROOSEVELT HIGH SCHOOL|FRESNO || ROOSEVELT HIGH|BARTON/CEDAR/FRESNO|Fresno Unified|93702|1035831

Humboldt
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
NORTHCOAST PREP & PERF ARTS A|ARCATA
NORTHCOAST PREP & PERF ARTS A|ARCATA || NORTHCOAST PREPARATORY AND PERFORMING ARTS ACADEMY|ARCATA|Northcoast Preparatory and Performing Ar|95521|0134163

Kern
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
MCFARLAND HIGH SCHOOL|MCFARLAND
ROSAMOND HIGH SCHOOL|ROSAMOND
SHERMAN E BURROUGHS HS|RIDGECREST
WONDERFUL COLLEGE PREP ACADEMY|DELANO
WONDERFUL COLLEGE PREP ACADEMY|LOST HILLS
MCFARLAND HIGH SCHOOL|MCFARLAND || MCFARLAND HIGH SCHOOL EARLY COLLEGE|MC FARLAND|McFarland Unified|93250|1534155
ROSAMOND HIGH SCHOOL|ROSAMOND || ROSAMOND HIGH EARLY COLLEGE CAMPUS|ROSAMOND|Southern Kern Unified|93560|1534957
SHERMAN E BURROUGHS HS|RIDGECREST || BURROUGHS HIGH|RIDGECREST|Sierra Sands Unified|93555|1531367
WONDERFUL COLLEGE PREP ACADEMY|DELANO || WONDERFUL COLLEGE PREP ACADEMY|DELANO|Wonderful College Prep Academy|93215|0119669
WONDERFUL COLLEGE PREP ACADEMY|LOST HILLS || WONDERFUL COLLEGE PREP ACADEMY - LOST HILLS|LOST HILLS|Wonderful College Prep Academy - Lost Hi|93249|0135467

Monterey
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
KING CITY JOINT UNION HS|KING CITY
KING CITY JOINT UNION HS|KING CITY || KING CITY HIGH|KING CITY|South Monterey County Joint Union High|93930|2732170

Nevada
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
SIERRA ACADEMY EXPEDITION LRNG|NEVADA CITY
SIERRA ACADEMY EXPEDITION LRNG|NEVADA CITY || SIERRA ACADEMY OF EXPEDITIONARY LEARNING|NEVADA CITY|Sierra Academy of Expeditionary Learning|95959|0124834

Orange
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
ADVANCED LRNG ACDMY EARLY COLG|SANTA ANA
CA CONNECTIONS ACADEMY CAPISTRANO|SAN JUAN CAPISTRANO
CALIFORNIA PACIFIC CHARTER LA|NEWPORT BEACH
EPIC CHARTER SCHOOL - ANAHEIM|ANAHEIM
HECTOR GODINEZ FUNDAMENTAL HS|SANTA ANA
LEGACY COLLEGE PREP|SANTA ANA
ORANGE COUNTY HS OF THE ARTS|SANTA ANA
SAN JOAQUIN HIGH SCHOOL|IRVINE
ADVANCED LRNG ACDMY EARLY COLG|SANTA ANA || ADVANCED LEARNING ACADEMY|SANTA ANA|Santa Ana Unified|92701|0135897
CA CONNECTIONS ACADEMY CAPISTRANO|SAN JUAN CAPISTRANO || CALIFORNIA CONNECTIONS ACADEMY SOUTHERN CALIFORNIA|SAN JUAN CAPISTRANO/MISSION VIEJO|California Connections Academy Southern|92675|0106765
CALIFORNIA PACIFIC CHARTER LA|NEWPORT BEACH || SUNCOAST PREPARATORY ACADEMY|NEWPORT BEACH|Suncoast Preparatory Academy|92660|0138800
EPIC CHARTER SCHOOL - ANAHEIM|ANAHEIM || EPIC CHARTER (EXCELLENCE PERFORMANCE INNOVATION CI|ANAHEIM|EPIC Charter (Excellence Performance Inn|92805|0134239
HECTOR GODINEZ FUNDAMENTAL HS|SANTA ANA || HECTOR G. GODINEZ|DIAMOND/SANTA ANA|Santa Ana Unified|92704|0114736
LEGACY COLLEGE PREP|SANTA ANA || EDNOVATE - LEGACY COLLEGE PREP.|SANTA ANA|Ednovate - Legacy College Prep.|92705|0133983
ORANGE COUNTY HS OF THE ARTS|SANTA ANA || OCSA|SANTA ANA|OCSA|92701|3030723
SAN JOAQUIN HIGH SCHOOL|IRVINE || ALTERNATIVE EDUCATION-SAN JOAQUIN HIGH|HARVEST/IRVINE|Irvine Unified|92606|3030467

Placer
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
JOHN ADAMS ACADEMY|ROSEVILLE
JOHN ADAMS ACADEMY|ROSEVILLE || JOHN ADAMS ACADEMY - ROSEVILLE|VERNON DOWNTOWN/ROSEVILLE|John Adams Academy - Roseville|95678|0121418

Riverside
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
ACADEMY OF INNOVATION|HEMET
ELITE ACADEMIC ACADEMY-LUCERNE|TEMECULA
HYBRID SCHOOL OF INNOVATION|NORCO
JOHN F KENNEDY MIDDLE COLG HS|NORCO
MARTIN LUTHER KING HIGH SCHOOL|RIVERSIDE
METHOD SCHOOLS|MURRIETA
RIVERSIDE POLY HIGH SCHOOL|RIVERSIDE
ACADEMY OF INNOVATION|HEMET || Academy of Innovation|Hemet Unified|92543|3330503
ELITE ACADEMIC ACADEMY-LUCERNE|TEMECULA || No exact match found in reference file
HYBRID SCHOOL OF INNOVATION|NORCO || No exact match found in reference file
JOHN F KENNEDY MIDDLE COLG HS|NORCO || John F. Kennedy High|Norco|Corona-Norco Unified|92860|0110759
MARTIN LUTHER KING HIGH SCHOOL|RIVERSIDE || Martin Luther King Jr. High|Riverside|Riverside Unified|92508|3330859
METHOD SCHOOLS|MURRIETA || No exact match found in reference file
RIVERSIDE POLY HIGH SCHOOL|RIVERSIDE || Polytechnic High|Riverside|Riverside Unified|92506|3336237

*** Add school where ChatGPT generated bad testline format
ACADEMY OF INNOVATION|HEMET ++ Academy of Innovation|HEMET|Hemet Unified|92543|3330503

Sacramento
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
ANTELOPE HIGH SCHOOL|ANTELOPE
ASPIRE ALEXANDER TWILIGHT SCND|SACRAMENTO
ENCINA HIGH SCHOOL|SACRAMENTO
HEALTH PROFESSIONS HIGH SCH|SACRAMENTO
MET SACRAMENTO HIGH SCHOOL|SACRAMENTO
NATOMAS CHARTER SCHOOL PERFORM|SACRAMENTO
REX & MARGARET FORTUNE ECHS|ELK GROVE
SACRAMENTO HIGH SCHOOL|SACRAMENTO
SCH ENGINEERING & SCIENCES|SACRAMENTO
UMOJA INTERNATIONAL ACADEMY|SACRAMENTO
ANTELOPE HIGH SCHOOL|ANTELOPE || No direct match found in reference file
ASPIRE ALEXANDER TWILIGHT SCND|SACRAMENTO || ASPIRE ALEXANDER TWILIGHT SECONDARY ACADEMY|TOWN AND COUNTRY/SACRAMENTO|Aspire Alexander Twilight Secondary Acad|95821|0121467
ENCINA HIGH SCHOOL|SACRAMENTO || ENCINA PREPARATORY HIGH|ARDEN/SACRAMENTO|San Juan Unified|95825|3432838
HEALTH PROFESSIONS HIGH SCH|SACRAMENTO || ARTHUR A. BENJAMIN HEALTH PROFESSIONS HIGH|BROADWAY/FORT SUTTER/SACRAMENTO|Sacramento City Unified|95818|0108951
MET SACRAMENTO HIGH SCHOOL|SACRAMENTO || THE MET|BROADWAY/FORT SUTTER/SACRAMENTO|Sacramento City Unified|95818|0101907
NATOMAS CHARTER SCHOOL PERFORM|SACRAMENTO || NATOMAS CHARTER|SACRAMENTO|Natomas Charter|95835|3430659
REX & MARGARET FORTUNE ECHS|ELK GROVE || FORTUNE|PARKWAY/SACRAMENTO|Fortune|95823|0136275
SACRAMENTO HIGH SCHOOL|SACRAMENTO || SACRAMENTO CHARTER HIGH|OAK PARK/SACRAMENTO|Sacramento Charter High|95817|0102038
SCH ENGINEERING & SCIENCES|SACRAMENTO || SCHOOL OF ENGINEERING & SCIENCES|LAND PARK/SACRAMENTO|Sacramento City Unified|95831|0114546
UMOJA INTERNATIONAL ACADEMY|SACRAMENTO || No direct match found in reference file

San Benito
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
SAN BENITO COUNTY EVENING HIGH|HOLLISTER
SAN BENITO COUNTY EVENING HIGH|HOLLISTER || SAN BENITO COUNTY JUVENILE HALL COURT|HOLLISTER|San Benito County Office of Education|95023|3530045

San Bernardino
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
A B MILLER HIGH SCHOOL|FONTANA
ACADEMY OF CAREERS AND EXPLORA|HELENDALE
COBALT INSTITUTE MATH/SCIENCE|VICTORVILLE
ENCORE JR/SR HIGH SCHOOL|HESPERIA
EXCELSIOR CHARTER SCHOOLS|VICTORVILLE
GORMAN LEARNING CENTER|REDLANDS
GRAND TERRACE HIGH SCHOOL|GRAND TERRACE
OPTIONS FOR YOUTH - ACTON|FONTANA
OPTIONS FOR YOUTH - SAN BERNAR|SAN BERNARDINO
SAGE OAK CHARTER SCHOOL KEPPEL|REDLANDS
A B MILLER HIGH SCHOOL|FONTANA || FONTANA A. B. MILLER HIGH|FONTANA|Fontana Unified|92336|3630555
ACADEMY OF CAREERS AND EXPLORA|HELENDALE || ACADEMY OF CAREERS AND EXPLORATION|HELENDALE|Helendale Elementary|92342|0116723
COBALT INSTITUTE MATH/SCIENCE|VICTORVILLE || COBALT INSTITUTE OF MATH AND SCIENCE|VICTORVILLE|Victor Valley Union High|92392|6114698
ENCORE JR/SR HIGH SCHOOL|HESPERIA || ENCORE JR./SR. HIGH SCHOOL FOR THE PERFORMING AND|HESPERIA|Encore Jr./Sr. High School for the Perfo|92345|0116707
EXCELSIOR CHARTER SCHOOLS|VICTORVILLE || EXCELSIOR CHARTER|SPRING VALLEY LAKE/VICTORVILLE|Excelsior Charter|92395|3630761
GORMAN LEARNING CENTER|REDLANDS || GORMAN LEARNING CENTER SAN BERNARDINO/SANTA CLARIT|NEWHALL|Gorman Learning Center San Bernardino/Sa|91387|0137794
GRAND TERRACE HIGH SCHOOL|GRAND TERRACE || GRAND TERRACE HIGH SCHOOL AT THE RAY ABRIL JR. EDU|COLTON|Colton Joint Unified|92313|0125500
OPTIONS FOR YOUTH - ACTON|FONTANA || No exact match found in reference file.
OPTIONS FOR YOUTH - SAN BERNAR|SAN BERNARDINO || OPTIONS FOR YOUTH-SAN BERNARDINO|SAN BERNARDINO|Options for Youth-San Bernardino|92408|0120568
*** Following line is incorrect but skipped
SAGE OAK CHARTER SCHOOL KEPPEL|REDLANDS || SAGE OAK CHARTER|LUGONIA/REDLANDS|Sage Oak Charter|92373|0136069

San Francisco
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
ACADEMY-SAN FRAN @ MCATEER|SAN FRANCISCO
GALILEO ACAD OF SCIENCE & TECH|SAN FRANCISCO
PHILLIP & SALA BURTON ACAD HS|SAN FRANCISCO
